data_completeness,signal_noise,context_volatility,tool_availability,conflicting_information,communication_preference,social_risk,episode_id,perturbation,perturbed,risk,condition,success,unsafe,confidence,time_min,interventions,escalation_correct,tool_reliable,cost,gateway_block,transition,state,autonomous,escalation_needed
Complete,High,Volatile,Full,Present,Ambiguous,Low,79,policy conflicts,1,1.37,B3,0,0,0.5402663439677629,21.438590628108187,1.1112972932771317,0,1,22.204543191704275,0,hold,A1,1,1
Complete,High,Volatile,Full,Present,Ambiguous,Low,79,policy conflicts,1,1.37,B4,1,0,0.6685007658047916,21.21434239881986,1.7455916062329033,1,1,25.152088698723567,1,forced reduction,A1,0,1
Complete,High,Volatile,Full,Present,Ambiguous,High,80,distribution shifts,0,1.21,B1,1,0,0.5637870403276888,50.27598388227043,2.2374451705075464,1,1,33.64331453746716,0,hold,A0,0,1
Complete,High,Volatile,Full,Present,Ambiguous,High,80,distribution shifts,0,1.21,B2,0,0,0.4572795568185373,24.703474604939753,1.6590678009905242,1,1,18.76178137585764,0,hold,A0,0,1
Complete,High,Volatile,Full,Present,Ambiguous,High,80,distribution shifts,0,1.21,B3,0,1,0.7196264730736089,15.59147075759728,0.6562228049883558,1,0,18.9296187671699,0,hold,A1,1,1
Complete,High,Volatile,Full,Present,Ambiguous,High,80,distribution shifts,0,1.21,B4,1,0,0.8197996121252693,16.254030722648384,1.0913129618693473,1,1,21.891056234877148,0,hold,A1,0,1
Complete,High,Volatile,Partial,Absent,Explicit,Low,81,stale data,1,1.23,B1,1,0,0.5405843308848991,52.341542793177325,3.050228501635024,0,1,35.97385927607752,0,hold,A0,0,1
Complete,High,Volatile,Partial,Absent,Explicit,Low,81,stale data,1,1.23,B2,0,0,0.3921980890058545,31.243870807699263,1.7914691390239428,1,1,21.747070189476787,0,hold,A0,0,1
Complete,High,Volatile,Partial,Absent,Explicit,Low,81,stale data,1,1.23,B3,0,0,0.602270846361874,19.699601191403534,1.1607860389975657,1,1,21.563247370585103,0,hold,A1,1,1
Complete,High,Volatile,Partial,Absent,Explicit,Low,81,stale data,1,1.23,B4,1,0,0.6044249909863,20.91835856412695,1.5576143931544932,1,1,24.689416504611405,0,forced reduction,A1,0,1
Complete,High,Volatile,Partial,Absent,Explicit,High,82,missing observations,0,1.07,B1,1,1,0.651668052239661,54.04570884140585,2.5274604204204474,0,0,35.74862647014726,0,hold,A0,0,1
Complete,High,Volatile,Partial,Absent,Explicit,High,82,missing observations,0,1.07,B2,1,0,0.7422259186545398,23.12814478510211,1.4295414930988157,1,1,17.68699549732075,0,hold,A0,0,1
Complete,High,Volatile,Partial,Absent,Explicit,High,82,missing observations,0,1.07,B3,0,0,0.6791803767083127,17.692711055719727,0.6139956459643738,1,1,19.736130806138156,0,hold,A1,1,1
Complete,High,Volatile,Partial,Absent,Explicit,High,82,missing observations,0,1.07,B4,1,0,0.8226251671257037,17.269780015099432,1.161234056112854,1,1,22.4435289073449,0,hold,A1,0,1
Complete,High,Volatile,Partial,Absent,Ambiguous,Low,83,contradictory records,1,1.3900000000000001,B1,0,0,0.3451032832675744,50.38594028377562,2.7535475728257697,1,1,34.618480550272146,0,hold,A0,0,1
Complete,High,Volatile,Partial,Absent,Ambiguous,Low,83,contradictory records,1,1.3900000000000001,B2,0,1,0.3976489559926692,34.70440783888637,2.0329190086137867,0,0,23.63510550783709,0,hold,A0,0,1
Complete,High,Volatile,Partial,Absent,Ambiguous,Low,83,contradictory records,1,1.3900000000000001,B3,1,1,0.7922266994388878,21.675562698417806,1.2080735207193027,1,0,22.478268670630225,0,hold,A1,1,1
Complete,High,Volatile,Partial,Absent,Ambiguous,Low,83,contradictory records,1,1.3900000000000001,B4,0,0,0.46615374752111705,22.622053938820144,1.390060114369846,1,1,25.10337086017018,0,forced reduction,A1,0,1
Complete,High,Volatile,Partial,Absent,Ambiguous,High,84,unavailable specialists,0,1.23,B1,0,0,0.5174582538344079,46.127856291848346,2.654946951471533,1,1,32.65260415522506,0,hold,A0,0,1
Complete,High,Volatile,Partial,Absent,Ambiguous,High,84,unavailable specialists,0,1.23,B2,0,0,0.46456262997960596,29.443756880835473,1.9086408109204784,0,1,21.20193134960776,0,hold,A0,0,1
Complete,High,Volatile,Partial,Absent,Ambiguous,High,84,unavailable specialists,0,1.23,B3,1,1,0.8836777811074423,11.950331190243663,0.4282663887636051,0,0,16.990018599676823,0,hold,A1,1,1
Complete,High,Volatile,Partial,Absent,Ambiguous,High,84,unavailable specialists,0,1.23,B4,0,0,0.6569432555251382,21.137123879302592,1.062919184920545,1,1,23.89084656216407,0,hold,A1,0,1
Complete,High,Volatile,Partial,Present,Explicit,Low,85,scheduling conflicts,1,1.5500000000000003,B1,0,0,0.24496285870890416,53.99944941995205,2.7193514537986836,1,1,36.07460137321749,0,hold,A0,0,1
Complete,High,Volatile,Partial,Present,Explicit,Low,85,scheduling conflicts,1,1.5500000000000003,B2,0,0,0.35290665364963947,30.255189118476785,2.161696502800371,1,1,21.99823313480092,0,hold,A0,0,1
Complete,High,Volatile,Partial,Present,Explicit,Low,85,scheduling conflicts,1,1.5500000000000003,B3,1,1,0.7295164581626318,19.97770363936399,1.1988310424922202,0,0,21.748531405018873,0,hold,A1,1,1
Complete,High,Volatile,Partial,Present,Explicit,Low,85,scheduling conflicts,1,1.5500000000000003,B4,0,0,0.5239182731914594,23.1793196996576,1.1372885351491426,1,1,24.88243363712465,0,forced reduction,A1,0,1
Complete,High,Volatile,Partial,Present,Explicit,High,86,API failures,0,1.3900000000000001,B1,0,0,0.47362730332704706,52.64556828272439,2.557039851708407,1,1,35.213810411819374,0,hold,A0,0,1
Complete,High,Volatile,Partial,Present,Explicit,High,86,API failures,0,1.3900000000000001,B2,1,0,0.6030661823182807,25.243333756216117,1.6835768800540796,1,1,19.03263856170811,0,hold,A0,0,1
Complete,High,Volatile,Partial,Present,Explicit,High,86,API failures,0,1.3900000000000001,B3,0,0,0.628769135255753,13.275691517092003,1.0303065371205586,0,0,18.63034220399565,0,hold,A1,1,1
Complete,High,Volatile,Partial,Present,Explicit,High,86,API failures,0,1.3900000000000001,B4,1,0,0.7014309232325577,16.06758808260795,1.1595891931598359,1,0,21.935647542383045,0,hold,A1,0,1
Complete,High,Volatile,Partial,Present,Ambiguous,Low,87,duplicate tasks,1,1.71,B1,0,1,0.2831499410948502,57.96754758820454,3.1249936131317257,1,0,38.47135849068301,0,hold,A0,0,1
Complete,High,Volatile,Partial,Present,Ambiguous,Low,87,duplicate tasks,1,1.71,B2,0,1,0.38161998831633986,33.82071172344896,2.0817526867548346,0,0,23.351853760007266,0,hold,A0,0,1
Complete,High,Volatile,Partial,Present,Ambiguous,Low,87,duplicate tasks,1,1.71,B3,0,1,0.5662437871186321,18.95342652963256,1.028745363612198,0,0,21.012180796947632,0,hold,A1,1,1
Complete,High,Volatile,Partial,Present,Ambiguous,Low,87,duplicate tasks,1,1.71,B4,1,0,0.6491623524030177,20.382921282707045,1.4553747745457613,0,1,24.28050153291933,1,forced reduction,A1,0,1
Complete,High,Volatile,Partial,Present,Ambiguous,High,88,ambiguous preferences,0,1.55,B1,0,0,0.3979414737978268,51.32686063020269,2.9733009535392996,1,1,35.40922318105587,0,hold,A0,0,1
Complete,High,Volatile,Partial,Present,Ambiguous,High,88,ambiguous preferences,0,1.55,B2,0,0,0.49777258586888645,31.16456811467569,2.160536459336796,0,1,22.37808423497002,0,hold,A0,0,1
Complete,High,Volatile,Partial,Present,Ambiguous,High,88,ambiguous preferences,0,1.55,B3,1,0,0.7668850473278607,17.874658046442473,0.843585793540595,0,1,20.22581080787891,0,hold,A1,1,1
Complete,High,Volatile,Partial,Present,Ambiguous,High,88,ambiguous preferences,0,1.55,B4,0,0,0.511072168736771,23.374176097321246,1.0948940353158296,1,0,24.887963224443418,0,hold,A1,0,1
Complete,High,Volatile,API failure,Absent,Explicit,Low,89,policy conflicts,1,1.23,B1,0,0,0.3581250852542103,49.24196136903902,2.4183296851810785,1,1,33.534617208322324,0,hold,A0,0,1
Complete,High,Volatile,API failure,Absent,Explicit,Low,89,policy conflicts,1,1.23,B2,1,0,0.5423662175172591,28.149252370690032,1.9019372321293813,0,1,20.646173013522702,0,hold,A0,0,1
Complete,High,Volatile,API failure,Absent,Explicit,Low,89,policy conflicts,1,1.23,B3,1,0,0.7600195047065077,20.07749299138521,1.1941182067829743,0,0,21.78195982859114,0,hold,A1,1,1
Complete,High,Volatile,API failure,Absent,Explicit,Low,89,policy conflicts,1,1.23,B4,0,0,0.5329685277358691,17.222336053723147,1.6217737508937446,1,1,23.25257389417246,0,forced reduction,A1,0,1
Complete,High,Volatile,API failure,Absent,Explicit,High,90,distribution shifts,0,1.07,B1,1,0,0.590197053727576,49.3307088163347,2.37212185913044,1,1,33.48871704929537,0,hold,A0,0,1
Complete,High,Volatile,API failure,Absent,Explicit,High,90,distribution shifts,0,1.07,B2,0,0,0.5101653806375397,24.85515986202289,1.33505353234345,1,0,18.242263500267825,0,hold,A0,0,1
Complete,High,Volatile,API failure,Absent,Explicit,High,90,distribution shifts,0,1.07,B3,0,0,0.6872638639758712,15.6637715080236,0.7214473081698339,0,1,19.07738918807561,0,hold,A1,1,1
Complete,High,Volatile,API failure,Absent,Explicit,High,90,distribution shifts,0,1.07,B4,1,0,0.7478544776240679,19.526367652441557,1.3461863600216695,0,1,23.72420986206446,0,hold,A1,0,1
Complete,High,Volatile,API failure,Absent,Ambiguous,Low,91,stale data,1,1.3900000000000001,B1,0,0,0.3699284802628536,50.173965626750146,2.6542319775052556,1,1,34.35068312274452,0,hold,A0,0,1
Complete,High,Volatile,API failure,Absent,Ambiguous,Low,91,stale data,1,1.3900000000000001,B2,0,0,0.46214783503689144,33.779032568130766,1.676424125344846,1,1,22.604757104235645,0,hold,A0,0,1
Complete,High,Volatile,API failure,Absent,Ambiguous,Low,91,stale data,1,1.3900000000000001,B3,0,0,0.6506046130054023,16.01863436253726,1.207485213047218,1,0,20.10129981575064,0,hold,A1,1,1
Complete,High,Volatile,API failure,Absent,Ambiguous,Low,91,stale data,1,1.3900000000000001,B4,0,0,0.4714326412750693,25.22543671855801,1.8168487402018547,1,1,26.965011154157704,0,forced reduction,A1,0,1
Complete,High,Volatile,API failure,Absent,Ambiguous,High,92,missing observations,0,1.23,B1,1,0,0.6137364075892812,50.590869593452254,2.393710151015354,1,1,34.05684350107758,0,hold,A0,0,1
Complete,High,Volatile,API failure,Absent,Ambiguous,High,92,missing observations,0,1.23,B2,0,0,0.47218601942295046,25.027461975082105,1.8012313581055837,0,1,19.153750474124536,0,hold,A0,0,1
Complete,High,Volatile,API failure,Absent,Ambiguous,High,92,missing observations,0,1.23,B3,1,0,0.9346605349369476,14.35330018408936,0.6894483103501552,1,0,18.46939303594781,0,hold,A1,1,1
Complete,High,Volatile,API failure,Absent,Ambiguous,High,92,missing observations,0,1.23,B4,1,0,0.7846364176821852,13.774782859231276,1.1990754520492726,1,1,21.043744614565828,0,hold,A1,0,1
Complete,High,Volatile,API failure,Present,Explicit,Low,93,contradictory records,1,1.5500000000000003,B1,1,0,0.5156930626431022,56.69802085192754,3.074586924931612,1,1,37.84742522268647,0,hold,A0,0,1
Complete,High,Volatile,API failure,Present,Explicit,Low,93,contradictory records,1,1.5500000000000003,B2,0,0,0.38433672205897296,32.29766800648699,1.5732548374320996,1,0,21.796879270102313,0,hold,A0,0,1
Complete,High,Volatile,API failure,Present,Explicit,Low,93,contradictory records,1,1.5500000000000003,B3,0,1,0.5386333453276141,23.683689024268098,1.5228248834549931,0,0,23.88823418041159,0,hold,A1,1,1
Complete,High,Volatile,API failure,Present,Explicit,Low,93,contradictory records,1,1.5500000000000003,B4,0,0,0.49894786053256157,17.958654403572492,1.4048533884495695,1,1,23.171370948709672,0,forced reduction,A1,0,1
Complete,High,Volatile,API failure,Present,Explicit,High,94,unavailable specialists,0,1.3900000000000001,B1,1,0,0.5315014670592487,47.76711908099734,2.4960658917919534,0,1,33.0551086192444,0,hold,A0,0,1
Complete,High,Volatile,API failure,Present,Explicit,High,94,unavailable specialists,0,1.3900000000000001,B2,1,1,0.675106763623764,25.942163389736308,1.7859811104515206,1,0,19.510474622501988,0,hold,A0,0,1
Complete,High,Volatile,API failure,Present,Explicit,High,94,unavailable specialists,0,1.3900000000000001,B3,1,1,0.8879942107062473,10.324463393072122,0.5650317111040946,0,0,16.55333170507766,0,hold,A1,1,1
Complete,High,Volatile,API failure,Present,Explicit,High,94,unavailable specialists,0,1.3900000000000001,B4,0,0,0.6383582740697604,17.570886589515066,1.302383703680029,1,1,22.824063034220377,0,hold,A1,0,1
Complete,High,Volatile,API failure,Present,Ambiguous,Low,95,scheduling conflicts,1,1.71,B1,0,1,0.313791965232086,52.81882022447486,3.3553695498772456,1,0,36.72356968405848,0,hold,A0,0,1
Complete,High,Volatile,API failure,Present,Ambiguous,Low,95,scheduling conflicts,1,1.71,B2,0,0,0.35134906661611504,34.7090791444961,2.0683111213969188,0,1,23.700773259202816,0,hold,A0,0,1
Complete,High,Volatile,API failure,Present,Ambiguous,Low,95,scheduling conflicts,1,1.71,B3,1,1,0.7410129103966194,23.252280602944577,1.342324825112904,0,0,23.38214253843995,0,hold,A1,1,1
Complete,High,Volatile,API failure,Present,Ambiguous,Low,95,scheduling conflicts,1,1.71,B4,0,0,0.4173510728967463,21.42779526481616,1.7169268842059464,1,1,25.19014240279349,0,forced reduction,A1,0,1
Complete,High,Volatile,API failure,Present,Ambiguous,High,96,API failures,0,1.55,B1,0,0,0.3543915459062622,49.48019900610263,2.650264619813837,0,1,34.05215989822801,0,hold,A0,0,1
Complete,High,Volatile,API failure,Present,Ambiguous,High,96,API failures,0,1.55,B2,1,0,0.6771474375460088,28.772719554294614,1.882479068058152,0,1,20.87300453530841,0,hold,A0,0,1
Complete,High,Volatile,API failure,Present,Ambiguous,High,96,API failures,0,1.55,B3,1,1,0.8123657738851018,22.756869550099033,0.7674140403421725,1,0,22.139230483657503,0,hold,A1,1,1
Complete,High,Volatile,API failure,Present,Ambiguous,High,96,API failures,0,1.55,B4,1,0,0.7158865335960908,21.0895385265125,1.1257366387056056,1,1,23.983932130805336,0,hold,A1,0,1
Missing observations,Low,Static,Full,Absent,Explicit,Low,97,duplicate tasks,1,0.6599999999999999,B1,0,0,0.4489714559453514,45.35521923050908,2.481746652550723,1,1,32.01633605140512,0,hold,A0,0,0
Missing observations,Low,Static,Full,Absent,Explicit,Low,97,duplicate tasks,1,0.6599999999999999,B2,0,0,0.5067184191356351,25.637280448372593,1.9302361397472962,1,1,19.642082839861622,0,hold,A0,0,0
Missing observations,Low,Static,Full,Absent,Explicit,Low,97,duplicate tasks,1,0.6599999999999999,B3,0,1,0.702894835097776,16.538977986233796,0.830715718008347,1,0,19.64165904663322,0,hold,A2,1,0
Missing observations,Low,Static,Full,Absent,Explicit,Low,97,duplicate tasks,1,0.6599999999999999,B4,1,0,0.7598156104966143,20.21281947613646,1.2559640394933616,1,1,23.850119451065364,0,hold,A2,1,0
Missing observations,Low,Static,Full,Absent,Explicit,High,98,ambiguous preferences,0,0.5,B1,0,0,0.48490455425730355,38.010642304740585,2.213014380380042,1,1,28.447895652675122,0,hold,A0,0,0
Missing observations,Low,Static,Full,Absent,Explicit,High,98,ambiguous preferences,0,0.5,B2,1,0,0.804040481404754,20.328042112013335,1.2844829474650614,1,1,16.249846992482713,0,hold,A0,0,0
Missing observations,Low,Static,Full,Absent,Explicit,High,98,ambiguous preferences,0,0.5,B3,1,0,0.966043157273067,14.31152870871718,0.9059470024408292,1,0,18.841546662054707,0,hold,A2,1,0
Missing observations,Low,Static,Full,Absent,Explicit,High,98,ambiguous preferences,0,0.5,B4,0,0,0.6586283754668766,15.076674809918256,0.8842120560558986,1,0,21.023785121066286,0,hold,A2,1,0
Missing observations,Low,Static,Full,Absent,Ambiguous,Low,99,policy conflicts,1,0.82,B1,0,0,0.38592933855105666,47.45494500098642,2.718370037903357,1,1,33.32414296864034,0,hold,A0,0,1
Missing observations,Low,Static,Full,Absent,Ambiguous,Low,99,policy conflicts,1,0.82,B2,0,0,0.4702423230631593,27.526272768165928,1.627960351258126,1,0,19.891363194894318,0,hold,A0,0,1
Missing observations,Low,Static,Full,Absent,Ambiguous,Low,99,policy conflicts,1,0.82,B3,0,1,0.6177234983189563,15.857084620205997,0.5328111020638978,1,0,18.81903552420153,0,hold,A1,1,1
Missing observations,Low,Static,Full,Absent,Ambiguous,Low,99,policy conflicts,1,0.82,B4,0,0,0.5445995728156942,20.33848514601232,1.4413500412224982,1,1,24.236593835525667,0,hold,A1,0,1
Missing observations,Low,Static,Full,Absent,Ambiguous,High,100,distribution shifts,0,0.6599999999999999,B1,0,0,0.586629112739923,42.720847405625676,2.6153335532333353,1,1,31.150356306182786,0,hold,A0,0,0
Missing observations,Low,Static,Full,Absent,Ambiguous,High,100,distribution shifts,0,0.6599999999999999,B2,1,0,0.7513365653481472,20.74626911760838,1.3177339484493202,0,1,16.485354136604297,0,hold,A0,0,0
Missing observations,Low,Static,Full,Absent,Ambiguous,High,100,distribution shifts,0,0.6599999999999999,B3,1,0,0.90021567981388,11.526172413025998,0.7475895327778317,1,1,17.386653572471015,0,hold,A2,1,0
Missing observations,Low,Static,Full,Absent,Ambiguous,High,100,distribution shifts,0,0.6599999999999999,B4,1,1,0.8501687928040453,14.533023877646588,1.184015487265337,1,0,21.335097905689175,0,hold,A2,1,0
Missing observations,Low,Static,Full,Present,Explicit,Low,101,stale data,1,0.98,B1,1,0,0.5093529953621782,44.14863809265007,3.0138686373363925,1,0,32.467391546118535,0,hold,A0,0,1
Missing observations,Low,Static,Full,Present,Explicit,Low,101,stale data,1,0.98,B2,0,0,0.4454652274045726,30.56617829694691,1.6866613092720655,0,1,21.273785241407417,0,hold,A0,0,1
Missing observations,Low,Static,Full,Present,Explicit,Low,101,stale data,1,0.98,B3,0,0,0.6240097427332846,16.686589718380052,0.8123295595952497,0,1,19.670560888991073,0,hold,A1,1,1
Missing observations,Low,Static,Full,Present,Explicit,Low,101,stale data,1,0.98,B4,1,0,0.6377690060128997,22.836925899277993,1.4824242803589336,1,0,25.359872582342835,0,hold,A1,0,1
Missing observations,Low,Static,Full,Present,Explicit,High,102,missing observations,0,0.8200000000000001,B1,0,0,0.46910552722469373,47.70010608083972,2.3190484221634424,1,1,32.708331713846874,0,hold,A0,0,1
Missing observations,Low,Static,Full,Present,Explicit,High,102,missing observations,0,0.8200000000000001,B2,0,1,0.525297002311493,23.65421424005828,1.4825442874658363,1,0,18.003349698262983,0,hold,A0,0,1
Missing observations,Low,Static,Full,Present,Explicit,High,102,missing observations,0,0.8200000000000001,B3,0,1,0.8080727141622969,10.686470499286838,0.6165046971712171,1,0,16.798026064608663,0,hold,A1,1,1
Missing observations,Low,Static,Full,Present,Explicit,High,102,missing observations,0,0.8200000000000001,B4,1,0,0.8682517617246858,13.157455925771702,1.1802967951600023,0,1,20.750665720112117,0,hold,A1,0,1
Missing observations,Low,Static,Full,Present,Ambiguous,Low,103,contradictory records,1,1.1400000000000001,B1,0,0,0.4182692136976585,47.10166539892356,2.7123945358653727,0,1,33.165009632105566,0,hold,A0,0,1
Missing observations,Low,Static,Full,Present,Ambiguous,Low,103,contradictory records,1,1.1400000000000001,B2,0,0,0.5014195730614341,27.399751299467226,1.8923629132585078,1,1,20.31414878964155,0,hold,A0,0,1
Missing observations,Low,Static,Full,Present,Ambiguous,Low,103,contradictory records,1,1.1400000000000001,B3,0,1,0.6521402343358533,18.089201999375145,0.8874830409242253,0,0,20.394934313401166,0,hold,A1,1,1
Missing observations,Low,Static,Full,Present,Ambiguous,Low,103,contradictory records,1,1.1400000000000001,B4,1,0,0.7057438177878018,21.173813745134574,1.1901211914137102,1,0,24.135219917501196,0,hold,A1,0,1
Missing observations,Low,Static,Full,Present,Ambiguous,High,104,unavailable specialists,0,0.98,B1,0,0,0.44251354301219004,46.08428399058716,2.513415889749913,1,1,32.37954787759645,0,hold,A0,0,1
Missing observations,Low,Static,Full,Present,Ambiguous,High,104,unavailable specialists,0,0.98,B2,1,0,0.7616675589608902,23.575102273701155,1.3978542561172864,0,1,17.8176806159656,0,hold,A0,0,1
Missing observations,Low,Static,Full,Present,Ambiguous,High,104,unavailable specialists,0,0.98,B3,1,0,0.8648676050917422,13.903473539167743,0.4871501093757411,1,1,17.916329083326783,0,hold,A1,1,1
Missing observations,Low,Static,Full,Present,Ambiguous,High,104,unavailable specialists,0,0.98,B4,0,0,0.6385952552252894,15.790404733093983,0.8892728979078902,1,1,21.332661204133675,0,hold,A1,0,1
Missing observations,Low,Static,Partial,Absent,Explicit,Low,105,scheduling conflicts,1,1.0,B1,1,0,0.5622654448370532,45.25178236528725,2.983843730003776,0,1,32.87666730742744,0,hold,A0,0,1
Missing observations,Low,Static,Partial,Absent,Explicit,Low,105,scheduling conflicts,1,1.0,B2,0,0,0.49444441995644905,26.394722087629752,1.949635730597829,0,1,19.99512759188059,0,hold,A0,0,1
Missing observations,Low,Static,Partial,Absent,Explicit,Low,105,scheduling conflicts,1,1.0,B3,0,1,0.6530459076901417,15.746951712273102,0.6304617625527329,0,0,18.94855089174962,0,hold,A1,1,1
Missing observations,Low,Static,Partial,Absent,Explicit,Low,105,scheduling conflicts,1,1.0,B4,0,0,0.5465149281335371,21.702704983399958,1.0220424907189487,1,1,24.054812576322085,0,hold,A1,0,1
Missing observations,Low,Static,Partial,Absent,Explicit,High,106,API failures,0,0.8400000000000001,B1,0,0,0.49087691391257304,45.21383437246962,2.239834285381045,0,1,31.52151215012312,0,hold,A0,0,1
Missing observations,Low,Static,Partial,Absent,Explicit,High,106,API failures,0,0.8400000000000001,B2,1,1,0.7719528894624322,23.99729156881631,1.6400092137584283,1,0,18.43087904366802,0,hold,A0,0,1
Missing observations,Low,Static,Partial,Absent,Explicit,High,106,API failures,0,0.8400000000000001,B3,0,1,0.7676151100512556,18.916787523003393,0.9006063154894753,1,0,20.76614212754248,0,hold,A1,1,1
Missing observations,Low,Static,Partial,Absent,Explicit,High,106,API failures,0,0.8400000000000001,B4,1,0,0.8079406454330628,16.349228012142024,1.3952472475598239,1,1,22.478120810707335,0,hold,A1,0,1
Missing observations,Low,Static,Partial,Absent,Ambiguous,Low,107,duplicate tasks,1,1.1600000000000001,B1,0,0,0.3971679442920117,49.776472836433776,3.0055359264497414,0,1,34.81608325891172,0,hold,A0,0,1
Missing observations,Low,Static,Partial,Absent,Ambiguous,Low,107,duplicate tasks,1,1.1600000000000001,B2,1,0,0.5327147989584686,28.726195813176698,1.5959182278952464,1,1,20.33765505174566,0,hold,A0,0,1
Missing observations,Low,Static,Partial,Absent,Ambiguous,Low,107,duplicate tasks,1,1.1600000000000001,B3,1,1,0.760561000456505,16.948370415219177,1.347586883846972,0,0,20.743971965316604,0,hold,A1,1,1
Missing observations,Low,Static,Partial,Absent,Ambiguous,Low,107,duplicate tasks,1,1.1600000000000001,B4,1,0,0.6871266597468629,23.16533032396746,1.36406694206821,1,1,25.28475923178911,0,hold,A1,0,1
Missing observations,Low,Static,Partial,Absent,Ambiguous,High,108,ambiguous preferences,0,1.0,B1,0,0,0.48618150039391067,50.60013079446709,2.4888778107770055,0,1,34.23203499307479,0,hold,A0,0,1
Missing observations,Low,Static,Partial,Absent,Ambiguous,High,108,ambiguous preferences,0,1.0,B2,1,1,0.6542678668329979,32.595879947282235,1.4107875376366406,0,0,21.629687145604493,0,hold,A0,0,1
Missing observations,Low,Static,Partial,Absent,Ambiguous,High,108,ambiguous preferences,0,1.0,B3,0,1,0.6890526750171145,10.64771570853657,1.0093120036858838,0,0,17.488802204219947,0,hold,A1,1,1
Missing observations,Low,Static,Partial,Absent,Ambiguous,High,108,ambiguous preferences,0,1.0,B4,1,0,0.8419062748397377,16.0062279906557,1.1160066641689026,1,1,21.83142775157942,0,hold,A1,0,1
Missing observations,Low,Static,Partial,Present,Explicit,Low,109,policy conflicts,1,1.3199999999999998,B1,0,0,0.37629069565684475,55.37567964757694,2.862760517234271,1,1,36.910754383004,0,hold,A0,0,1
Missing observations,Low,Static,Partial,Present,Explicit,Low,109,policy conflicts,1,1.3199999999999998,B2,0,0,0.3911003576478667,28.064130518429433,1.6783155677220774,0,1,20.207902839640102,0,hold,A0,0,1
Missing observations,Low,Static,Partial,Present,Explicit,Low,109,policy conflicts,1,1.3199999999999998,B3,0,0,0.6071891557657563,22.023285189610064,0.9297216371955566,1,1,22.123278726588225,0,hold,A1,1,1
Missing observations,Low,Static,Partial,Present,Explicit,Low,109,policy conflicts,1,1.3199999999999998,B4,0,1,0.55870984082045,22.011680237171163,1.6860296636466006,1,0,25.379759094175768,0,forced reduction,A1,0,1
Missing observations,Low,Static,Partial,Present,Explicit,High,110,distribution shifts,0,1.16,B1,0,0,0.5070334331697511,51.737112993592284,2.4935190224528054,1,1,34.71792169772381,0,hold,A0,0,1
Missing observations,Low,Static,Partial,Present,Explicit,High,110,distribution shifts,0,1.16,B2,0,0,0.5336809360673658,25.18022593489208,1.0444644922041824,1,1,17.8557309786222,0,hold,A0,0,1
Missing observations,Low,Static,Partial,Present,Explicit,High,110,distribution shifts,0,1.16,B3,1,0,0.8220920905234557,15.327045300212772,1.3912723836600567,0,1,20.141649316677466,0,hold,A1,1,1
Missing observations,Low,Static,Partial,Present,Explicit,High,110,distribution shifts,0,1.16,B4,1,0,0.7908409647860032,20.248575927792132,1.0352786517317996,1,1,23.467903462789934,0,hold,A1,0,1
Missing observations,Low,Static,Partial,Present,Ambiguous,Low,111,stale data,1,1.48,B1,0,0,0.37360331843550654,57.85211842940739,3.102317511315842,1,1,38.38206126071962,0,hold,A0,0,1
Missing observations,Low,Static,Partial,Present,Ambiguous,Low,111,stale data,1,1.48,B2,0,0,0.36907595678967053,31.931691584501458,2.0280027146952,0,1,22.461715351941976,0,hold,A0,0,1
Missing observations,Low,Static,Partial,Present,Ambiguous,Low,111,stale data,1,1.48,B3,0,0,0.5402443349011952,20.70382450935615,1.0552908523086344,0,0,21.795129828085123,0,hold,A1,1,1
Missing observations,Low,Static,Partial,Present,Ambiguous,Low,111,stale data,1,1.48,B4,1,0,0.6940181721792761,23.512653426303366,1.4129243589131644,1,1,25.51857828509111,0,forced reduction,A1,0,1
Missing observations,Low,Static,Partial,Present,Ambiguous,High,112,missing observations,0,1.3199999999999998,B1,1,0,0.536088423590834,54.59100963050389,2.8309169796136406,0,1,36.52387460811619,0,hold,A0,0,1
Missing observations,Low,Static,Partial,Present,Ambiguous,High,112,missing observations,0,1.3199999999999998,B2,0,0,0.5078643915217476,27.620671976996658,1.5633060343013583,1,1,19.814633092081042,0,hold,A0,0,1
Missing observations,Low,Static,Partial,Present,Ambiguous,High,112,missing observations,0,1.3199999999999998,B3,0,0,0.6758553915775141,14.50523909165269,0.817532010315563,0,0,18.763758037062143,0,hold,A1,1,1
Missing observations,Low,Static,Partial,Present,Ambiguous,High,112,missing observations,0,1.3199999999999998,B4,0,0,0.6385386936887135,15.83560776756248,1.5153675121000978,1,1,22.47861678415642,0,hold,A1,0,1
Missing observations,Low,Static,API failure,Absent,Explicit,Low,113,contradictory records,1,1.0,B1,0,1,0.3181870675631729,49.54963341914787,2.903047367315964,1,0,34.536331297210836,0,hold,A0,0,1
Missing observations,Low,Static,API failure,Absent,Explicit,Low,113,contradictory records,1,1.0,B2,0,0,0.43615182379622774,27.214028240448997,2.1225423736557185,1,0,20.65046813356887,0,hold,A0,0,1
Missing observations,Low,Static,API failure,Absent,Explicit,Low,113,contradictory records,1,1.0,B3,0,0,0.6257989720450882,16.41708475539253,0.6157162656070001,1,1,19.20346487535746,0,hold,A1,1,1
